CVE,Published,Modified,Status
CVE-2019-18717,2019-11-04T21:15:14.027,2023-11-07T03:07:02.247,Rejected
CVE-2019-18760,2019-11-04T21:15:16.667,2023-11-07T03:07:12.860,Rejected
CVE-2019-18737,2019-11-04T21:15:15.247,2023-11-07T03:07:07.283,Rejected
CVE-2019-18721,2019-11-04T21:15:14.230,2023-11-07T03:07:03.337,Rejected
CVE-2019-18720,2019-11-04T21:15:14.183,2023-11-07T03:07:03.097,Rejected
CVE-2019-18736,2019-11-04T21:15:15.197,2023-11-07T03:07:07.057,Rejected
CVE-2019-18761,2019-11-04T21:15:16.730,2023-11-07T03:07:13.127,Rejected
CVE-2019-18716,2019-11-04T21:15:13.963,2023-11-07T03:07:02.013,Rejected
CVE-2019-18741,2019-11-04T21:15:15.497,2023-11-07T03:07:08.260,Rejected
CVE-2019-18757,2019-11-04T21:15:16.480,2023-11-07T03:07:12.113,Rejected
CVE-2019-18700,2019-11-04T21:15:12.993,2023-11-07T03:06:58.150,Rejected
CVE-2019-18739,2019-11-04T21:15:15.370,2023-11-07T03:07:07.773,Rejected
CVE-2019-18715,2019-11-04T21:15:13.917,2023-11-07T03:07:01.750,Rejected
CVE-2019-18742,2019-11-04T21:15:15.557,2023-11-07T03:07:08.493,Rejected
CVE-2019-18754,2019-11-04T21:15:16.293,2023-11-07T03:07:11.397,Rejected
CVE-2019-18703,2019-11-04T21:15:13.150,2023-11-07T03:06:58.843,Rejected
CVE-2019-18774,2019-11-04T21:15:17.510,2023-11-07T03:07:16.240,Rejected
CVE-2019-18723,2019-11-04T21:15:14.337,2023-11-07T03:07:03.807,Rejected
CVE-2019-18735,2019-11-04T21:15:15.137,2023-11-07T03:07:06.827,Rejected
CVE-2019-18762,2019-11-04T21:15:16.793,2023-11-07T03:07:13.360,Rejected
CVE-2019-18719,2019-11-04T21:15:14.120,2023-11-07T03:07:02.787,Rejected
CVE-2019-18758,2019-11-04T21:15:16.543,2023-11-07T03:07:12.340,Rejected
CVE-2019-18759,2019-11-04T21:15:16.603,2023-11-07T03:07:12.600,Rejected
CVE-2019-18718,2019-11-04T21:15:14.073,2023-11-07T03:07:02.483,Rejected
CVE-2019-18763,2019-11-04T21:15:16.840,2023-11-07T03:07:13.600,Rejected
CVE-2019-18734,2019-11-04T21:15:15.057,2023-11-07T03:07:06.590,Rejected
CVE-2019-18722,2019-11-04T21:15:14.277,2023-11-07T03:07:03.580,Rejected
CVE-2019-18702,2019-11-04T21:15:13.103,2023-11-07T03:06:58.617,Rejected
CVE-2019-18755,2019-11-04T21:15:16.353,2023-11-07T03:07:11.650,Rejected
CVE-2019-18743,2019-11-04T21:15:15.620,2023-11-07T03:07:08.733,Rejected
CVE-2019-18714,2019-11-04T21:15:13.870,2023-11-07T03:07:01.510,Rejected
CVE-2019-18738,2019-11-04T21:15:15.307,2023-11-07T03:07:07.540,Rejected
CVE-2019-18772,2019-11-04T21:15:17.387,2023-11-07T03:07:15.750,Rejected
CVE-2019-18725,2019-11-04T21:15:14.463,2023-11-07T03:07:04.280,Rejected
CVE-2019-18733,2019-11-04T21:15:15.010,2023-11-07T03:07:06.340,Rejected
CVE-2019-18764,2019-11-04T21:15:16.900,2023-11-07T03:07:13.837,Rejected
CVE-2019-18748,2019-11-04T21:15:15.933,2023-11-07T03:07:09.917,Rejected
CVE-2019-18709,2019-11-04T21:15:13.527,2023-11-07T03:07:00.227,Rejected
CVE-2019-18729,2019-11-04T21:15:14.760,2023-11-07T03:07:05.347,Rejected
CVE-2019-18768,2019-11-04T21:15:17.150,2023-11-07T03:07:14.787,Rejected
CVE-2019-18713,2019-11-04T21:15:13.793,2023-11-07T03:07:01.260,Rejected
CVE-2019-18744,2019-11-04T21:15:15.683,2023-11-07T03:07:08.970,Rejected
CVE-2019-18752,2019-11-04T21:15:16.183,2023-11-07T03:07:10.920,Rejected
CVE-2019-18705,2019-11-04T21:15:13.260,2023-11-07T03:06:59.300,Rejected
CVE-2019-18704,2019-11-04T21:15:13.213,2023-11-07T03:06:59.080,Rejected
CVE-2019-18753,2019-11-04T21:15:16.230,2023-11-07T03:07:11.160,Rejected
CVE-2019-18745,2019-11-04T21:15:15.747,2023-11-07T03:07:09.200,Rejected
CVE-2019-18712,2019-11-04T21:15:13.730,2023-11-07T03:07:01.013,Rejected
CVE-2019-18769,2019-11-04T21:15:17.213,2023-11-07T03:07:15.017,Rejected
CVE-2019-18728,2019-11-04T21:15:14.650,2023-11-07T03:07:05.003,Rejected
CVE-2019-18708,2019-11-04T21:15:13.447,2023-11-07T03:06:59.993,Rejected
CVE-2019-18749,2019-11-04T21:15:15.997,2023-11-07T03:07:10.150,Rejected
CVE-2019-18765,2019-11-04T21:15:16.963,2023-11-07T03:07:14.103,Rejected
CVE-2019-18732,2019-11-04T21:15:14.947,2023-11-07T03:07:06.107,Rejected
CVE-2019-18724,2019-11-04T21:15:14.400,2023-11-07T03:07:04.043,Rejected
CVE-2019-18773,2019-11-04T21:15:17.447,2023-11-07T03:07:15.977,Rejected
CVE-2019-13446,2019-07-17T12:15:10.627,2023-11-07T03:03:51.147,Rejected
CVE-2019-9619,2019-09-19T20:15:11.320,2023-11-07T03:13:44.243,Rejected
CVE-2019-1058,2020-01-24T22:15:17.987,2023-11-07T03:07:54.447,Rejected
CVE-2019-1042,2020-01-24T22:15:17.940,2023-11-07T03:07:54.020,Rejected
CVE-2019-1066,2020-01-24T22:15:18.113,2023-11-07T03:07:55.060,Rejected
CVE-2019-1061,2020-01-24T22:15:18.067,2023-11-07T03:07:54.757,Rejected
CVE-2019-1020,2020-01-24T22:15:17.880,2023-11-07T03:07:53.447,Rejected
CVE-2019-5411,2020-06-01T15:15:14.417,2023-11-07T03:11:33.770,Rejected
CVE-2019-5410,2020-06-01T15:15:14.357,2023-11-07T03:11:33.510,Rejected
CVE-2019-5499,2020-05-08T15:15:11.850,2023-11-07T03:11:36.483,Rejected
CVE-2019-5441,2019-06-07T20:29:01.513,2023-11-07T03:11:35.370,Rejected
CVE-2019-5409,2020-06-01T15:15:14.293,2023-11-07T03:11:33.277,Rejected
CVE-2019-5428,2019-04-22T21:29:00.600,2023-11-07T03:11:34.763,Rejected
CVE-2019-5412,2020-06-01T15:15:14.480,2023-11-07T03:11:34.017,Rejected
CVE-2019-25161,2024-02-26T18:15:06.997,2024-02-27T10:15:06.833,Rejected
CVE-2019-11183,2023-02-28T19:15:13.193,2023-11-07T03:02:47.217,Rejected
CVE-2019-11176,2023-02-28T19:15:13.140,2023-11-07T03:02:46.927,Rejected
CVE-2019-11160,2023-02-28T19:15:12.923,2023-11-07T03:02:45.723,Rejected
CVE-2019-11161,2023-02-28T19:15:12.983,2023-11-07T03:02:45.960,Rejected
CVE-2019-11141,2023-02-28T19:15:12.490,2023-11-07T03:02:43.310,Rejected
CVE-2019-11116,2023-02-28T19:15:12.117,2023-11-07T03:02:40.377,Rejected
CVE-2019-11150,2023-02-28T19:15:12.763,2023-11-07T03:02:44.433,Rejected
CVE-2019-11130,2023-02-28T19:15:12.293,2023-11-07T03:02:41.177,Rejected
CVE-2019-11164,2023-02-28T19:15:13.033,2023-11-07T03:02:46.240,Rejected
CVE-2019-11144,2023-02-28T19:15:12.657,2023-11-07T03:02:43.847,Rejected
CVE-2019-11169,2023-02-28T19:15:13.083,2023-11-07T03:02:46.620,Rejected
CVE-2019-11149,2023-02-28T19:15:12.713,2023-11-07T03:02:44.167,Rejected
CVE-2019-11142,2023-02-28T19:15:12.573,2023-11-07T03:02:43.553,Rejected
CVE-2019-11115,2023-02-28T19:15:12.067,2023-11-07T03:02:40.077,Rejected
CVE-2019-11158,2023-02-28T19:15:12.820,2023-11-07T03:02:45.147,Rejected
CVE-2019-11122,2023-02-28T19:15:12.230,2023-11-07T03:02:40.910,Rejected
CVE-2019-11134,2023-02-28T19:15:12.350,2023-11-07T03:02:41.470,Rejected
CVE-2019-11118,2023-02-28T19:15:12.173,2023-11-07T03:02:40.637,Rejected
CVE-2019-11159,2023-02-28T19:15:12.873,2023-11-07T03:02:45.480,Rejected
CVE-2019-11138,2023-02-28T19:15:12.417,2023-11-07T03:02:42.850,Rejected
CVE-2019-19763,2020-02-14T17:15:12.207,2023-11-07T03:07:46.963,Rejected
CVE-2019-19762,2020-02-14T17:15:12.067,2023-11-07T03:07:46.650,Rejected
CVE-2019-19765,2020-02-14T17:15:12.393,2023-11-07T03:07:47.527,Rejected
CVE-2019-19764,2020-02-14T17:15:12.270,2023-11-07T03:07:47.273,Rejected
CVE-2019-17036,2020-02-26T17:15:12.173,2023-11-07T03:06:07.070,Rejected
CVE-2019-17037,2020-02-26T17:15:12.233,2023-11-07T03:06:07.300,Rejected
CVE-2019-17030,2020-02-26T17:15:11.750,2023-11-07T03:06:05.637,Rejected
CVE-2019-17031,2020-02-26T17:15:11.813,2023-11-07T03:06:05.880,Rejected
CVE-2019-17027,2020-02-26T17:15:11.563,2023-11-07T03:06:04.753,Rejected
CVE-2019-17032,2020-02-26T17:15:11.890,2023-11-07T03:06:06.120,Rejected
CVE-2019-17028,2020-02-26T17:15:11.627,2023-11-07T03:06:05.003,Rejected
CVE-2019-17029,2020-02-26T17:15:11.673,2023-11-07T03:06:05.377,Rejected
CVE-2019-17033,2020-02-26T17:15:11.937,2023-11-07T03:06:06.360,Rejected
CVE-2019-17038,2020-02-26T17:15:12.547,2023-11-07T03:06:07.550,Rejected
CVE-2019-17034,2020-02-26T17:15:12.047,2023-11-07T03:06:06.603,Rejected
CVE-2019-17035,2020-02-26T17:15:12.110,2023-11-07T03:06:06.833,Rejected
CVE-2019-17039,2020-02-26T17:15:12.610,2023-11-07T03:06:07.790,Rejected
CVE-2019-19347,2020-03-24T21:15:13.817,2023-11-07T03:07:38.813,Rejected
CVE-2019-17441,2022-12-30T22:15:10.210,2023-11-07T03:06:17.457,Rejected
CVE-2019-17439,2022-12-30T22:15:10.143,2023-11-07T03:06:17.207,Rejected
CVE-2019-17442,2022-12-30T22:15:10.273,2023-11-07T03:06:17.707,Rejected
CVE-2019-17443,2022-12-30T22:15:10.333,2023-11-07T03:06:17.940,Rejected
CVE-2019-17438,2022-12-30T22:15:10.080,2023-11-07T03:06:16.997,Rejected
CVE-2019-19914,2020-04-03T01:15:11.787,2023-11-07T03:07:51.733,Rejected
CVE-2019-5000,2019-12-30T17:15:38.123,2023-11-07T03:11:23.190,Rejected
CVE-2019-5001,2019-12-30T17:15:38.187,2023-11-07T03:11:23.423,Rejected
CVE-2019-5026,2019-03-28T16:15:06.933,2023-11-07T03:11:24.890,Rejected
CVE-2019-5027,2019-03-28T16:15:06.947,2023-11-07T03:11:25.123,Rejected
CVE-2019-5028,2019-03-28T16:15:06.947,2023-11-07T03:11:25.363,Rejected
CVE-2019-5044,2019-07-09T19:15:12.950,2023-11-07T03:11:25.773,Rejected
CVE-2019-5025,2019-03-28T15:15:06.153,2023-11-07T03:11:24.670,Rejected
CVE-2019-5002,2019-12-30T17:15:38.250,2023-11-07T03:11:23.660,Rejected
CVE-2019-5022,2019-04-04T15:15:10.473,2023-11-07T03:11:24.430,Rejected
CVE-2019-5003,2019-12-30T17:15:38.313,2023-11-07T03:11:23.893,Rejected
CVE-2019-11563,2019-05-09T20:29:00.617,2023-11-07T03:03:03.260,Rejected
CVE-2019-1444,2020-01-24T22:15:19.910,2023-11-07T03:08:08.317,Rejected
CVE-2019-1452,2020-01-24T22:15:20.083,2023-11-07T03:08:09.153,Rejected
CVE-2019-1473,2020-01-24T22:15:20.253,2023-11-07T03:08:10.163,Rejected
CVE-2019-1404,2020-01-24T22:15:19.677,2023-11-07T03:08:06.747,Rejected
CVE-2019-1497,2020-01-24T22:15:20.787,2023-11-07T03:08:12.903,Rejected
CVE-2019-1403,2020-01-24T22:15:19.613,2023-11-07T03:08:06.440,Rejected
CVE-2019-1455,2020-01-24T22:15:20.147,2023-11-07T03:08:09.470,Rejected
CVE-2019-1479,2020-01-24T22:15:20.363,2023-11-07T03:08:10.800,Rejected
CVE-2019-1496,2020-01-24T22:15:20.753,2023-11-07T03:08:12.630,Rejected
CVE-2019-1459,2020-01-24T22:15:20.193,2023-11-07T03:08:09.760,Rejected
CVE-2019-1475,2020-01-24T22:15:20.317,2023-11-07T03:08:10.467,Rejected
CVE-2019-1499,2020-01-24T22:15:20.897,2023-11-07T03:08:13.473,Rejected
CVE-2019-1421,2020-01-24T22:15:19.787,2023-11-07T03:08:07.537,Rejected
CVE-2019-1401,2020-01-24T22:15:19.550,2023-11-07T03:08:06.120,Rejected
CVE-2019-1495,2020-01-24T22:15:20.707,2023-11-07T03:08:12.333,Rejected
CVE-2019-1494,2020-01-24T22:15:20.630,2023-11-07T03:08:12.050,Rejected
CVE-2019-1482,2020-01-24T22:15:20.443,2023-11-07T03:08:11.117,Rejected
CVE-2019-1498,2020-01-24T22:15:20.847,2023-11-07T03:08:13.183,Rejected
CVE-2019-1450,2020-01-24T22:15:19.957,2023-11-07T03:08:08.617,Rejected
CVE-2019-1493,2020-01-24T22:15:20.567,2023-11-07T03:08:11.757,Rejected
CVE-2019-1431,2020-01-24T22:15:19.847,2023-11-07T03:08:07.937,Rejected
CVE-2019-1492,2020-01-24T22:15:20.487,2023-11-07T03:08:11.493,Rejected
CVE-2019-1410,2020-01-24T22:15:19.737,2023-11-07T03:08:07.163,Rejected
CVE-2019-1451,2020-01-24T22:15:20.037,2023-11-07T03:08:08.853,Rejected
CVE-2019-13044,2019-06-29T14:15:09.183,2023-11-07T03:03:45.787,Rejected
CVE-2019-12916,2020-03-03T15:15:11.633,2023-11-07T03:03:43.470,Rejected
CVE-2019-12983,2019-06-26T18:15:10.650,2023-11-07T03:03:44.590,Rejected
CVE-2019-12945,2019-07-19T17:15:12.127,2023-11-07T03:03:44.180,Rejected
CVE-2019-12933,2019-06-22T19:15:09.563,2023-11-07T03:03:43.827,Rejected
CVE-2019-12915,2020-03-03T15:15:11.570,2023-11-07T03:03:43.440,Rejected
CVE-2019-20277,2022-09-29T04:15:25.180,2023-11-07T03:08:55.800,Rejected
CVE-2019-20298,2022-09-29T04:15:28.513,2023-11-07T03:09:00.893,Rejected
CVE-2019-20236,2022-09-29T04:15:19.257,2023-11-07T03:08:43.890,Rejected
CVE-2019-20261,2022-09-29T04:15:22.960,2023-11-07T03:08:51.230,Rejected
CVE-2019-20294,2022-09-29T04:15:28.030,2023-11-07T03:08:59.927,Rejected
CVE-2019-20282,2022-09-29T04:15:25.903,2023-11-07T03:08:57.040,Rejected
CVE-2019-20241,2022-09-29T04:15:19.930,2023-11-07T03:08:45.273,Rejected
CVE-2019-20257,2022-09-29T04:15:22.377,2023-11-07T03:08:49.800,Rejected
CVE-2019-20256,2022-09-29T04:15:22.273,2023-11-07T03:08:49.547,Rejected
CVE-2019-20240,2022-09-29T04:15:19.733,2023-11-07T03:08:44.910,Rejected
CVE-2019-20283,2022-09-29T04:15:26.130,2023-11-07T03:08:57.310,Rejected
CVE-2019-20295,2022-09-29T04:15:28.177,2023-11-07T03:09:00.163,Rejected
CVE-2019-20260,2022-09-29T04:15:22.760,2023-11-07T03:08:50.940,Rejected
CVE-2019-20237,2022-09-29T04:15:19.377,2023-11-07T03:08:44.160,Rejected
CVE-2019-20276,2022-09-29T04:15:25.093,2023-11-07T03:08:55.483,Rejected
CVE-2019-20299,2022-09-29T04:15:28.677,2023-11-07T03:09:01.123,Rejected
CVE-2019-20292,2022-09-29T04:15:27.703,2023-11-07T03:08:59.460,Rejected
CVE-2019-20284,2022-09-29T04:15:26.243,2023-11-07T03:08:57.547,Rejected
CVE-2019-20247,2022-09-29T04:15:20.820,2023-11-07T03:08:47.163,Rejected
CVE-2019-20251,2022-09-29T04:15:21.523,2023-11-07T03:08:48.260,Rejected
CVE-2019-20271,2022-09-29T04:15:24.313,2023-11-07T03:08:54.240,Rejected
CVE-2019-20226,2020-03-09T16:15:11.687,2023-11-07T03:08:41.113,Rejected
CVE-2019-20230,2022-09-29T04:15:18.347,2023-11-07T03:08:42.233,Rejected
CVE-2019-20267,2022-09-29T04:15:23.830,2023-11-07T03:08:53.087,Rejected
CVE-2019-20288,2022-09-29T04:15:26.953,2023-11-07T03:08:58.520,Rejected
CVE-2019-20266,2022-09-29T04:15:23.657,2023-11-07T03:08:52.780,Rejected
CVE-2019-20289,2022-09-29T04:15:27.190,2023-11-07T03:08:58.760,Rejected
CVE-2019-20231,2022-09-29T04:15:18.497,2023-11-07T03:08:42.560,Rejected
CVE-2019-20227,2022-09-29T04:15:15.930,2023-11-07T03:08:41.377,Rejected
CVE-2019-20270,2022-09-29T04:15:24.160,2023-11-07T03:08:54.010,Rejected
CVE-2019-20250,2022-09-29T04:15:21.387,2023-11-07T03:08:48.003,Rejected
CVE-2019-20246,2022-09-29T04:15:20.690,2023-11-07T03:08:46.880,Rejected
CVE-2019-20285,2022-09-29T04:15:26.540,2023-11-07T03:08:57.807,Rejected
CVE-2019-20293,2022-09-29T04:15:27.800,2023-11-07T03:08:59.700,Rejected
CVE-2019-20253,2022-09-29T04:15:21.767,2023-11-07T03:08:48.790,Rejected
CVE-2019-20245,2022-09-29T04:15:20.557,2023-11-07T03:08:46.610,Rejected
CVE-2019-20286,2022-09-29T04:15:26.693,2023-11-07T03:08:58.040,Rejected
CVE-2019-20269,2022-09-29T04:15:24.040,2023-11-07T03:08:53.710,Rejected
CVE-2019-20228,2022-09-29T04:15:18.077,2023-11-07T03:08:41.660,Rejected
CVE-2019-20290,2022-09-29T04:15:27.383,2023-11-07T03:08:59.000,Rejected
CVE-2019-20249,2022-09-29T04:15:21.300,2023-11-07T03:08:47.733,Rejected
CVE-2019-20265,2022-09-29T04:15:23.523,2023-11-07T03:08:52.453,Rejected
CVE-2019-20232,2022-09-29T04:15:18.713,2023-11-07T03:08:42.853,Rejected
CVE-2019-20273,2022-09-29T04:15:24.530,2023-11-07T03:08:54.710,Rejected
CVE-2019-20272,2022-09-29T04:15:24.420,2023-11-07T03:08:54.480,Rejected
CVE-2019-20233,2022-09-29T04:15:18.833,2023-11-07T03:08:43.103,Rejected
CVE-2019-20264,2022-09-29T04:15:23.387,2023-11-07T03:08:52.110,Rejected
CVE-2019-20248,2022-09-29T04:15:20.923,2023-11-07T03:08:47.440,Rejected
CVE-2019-20291,2022-09-29T04:15:27.467,2023-11-07T03:08:59.233,Rejected
CVE-2019-20229,2022-09-29T04:15:18.223,2023-11-07T03:08:41.937,Rejected
CVE-2019-20287,2022-09-29T04:15:26.853,2023-11-07T03:08:58.283,Rejected
CVE-2019-20268,2022-09-29T04:15:23.933,2023-11-07T03:08:53.390,Rejected
CVE-2019-20244,2022-09-29T04:15:20.437,2023-11-07T03:08:46.290,Rejected
CVE-2019-20252,2022-09-29T04:15:21.627,2023-11-07T03:08:48.520,Rejected
CVE-2019-20259,2022-09-29T04:15:22.627,2023-11-07T03:08:50.507,Rejected
CVE-2019-20263,2022-09-29T04:15:23.243,2023-11-07T03:08:51.807,Rejected
CVE-2019-20234,2022-09-29T04:15:18.967,2023-11-07T03:08:43.340,Rejected
CVE-2019-20275,2022-09-29T04:15:24.990,2023-11-07T03:08:55.180,Rejected
CVE-2019-20255,2022-09-29T04:15:22.133,2023-11-07T03:08:49.297,Rejected
CVE-2019-20243,2022-09-29T04:15:20.257,2023-11-07T03:08:45.983,Rejected
CVE-2019-20280,2022-09-29T04:15:25.587,2023-11-07T03:08:56.560,Rejected
CVE-2019-20238,2022-09-29T04:15:19.510,2023-11-07T03:08:44.410,Rejected
CVE-2019-20296,2022-09-29T04:15:28.323,2023-11-07T03:09:00.393,Rejected
CVE-2019-20279,2022-09-29T04:15:25.437,2023-11-07T03:08:56.313,Rejected
CVE-2019-20297,2022-09-29T04:15:28.417,2023-11-07T03:09:00.633,Rejected
CVE-2019-20278,2022-09-29T04:15:25.293,2023-11-07T03:08:56.053,Rejected
CVE-2019-20239,2022-09-29T04:15:19.637,2023-11-07T03:08:44.657,Rejected
CVE-2019-20281,2022-09-29T04:15:25.740,2023-11-07T03:08:56.793,Rejected
CVE-2019-20242,2022-09-29T04:15:20.140,2023-11-07T03:08:45.687,Rejected
CVE-2019-20254,2022-09-29T04:15:21.883,2023-11-07T03:08:49.053,Rejected
CVE-2019-20274,2022-09-29T04:15:24.757,2023-11-07T03:08:54.947,Rejected
CVE-2019-20235,2022-09-29T04:15:19.127,2023-11-07T03:08:43.640,Rejected
CVE-2019-20262,2022-09-29T04:15:23.120,2023-11-07T03:08:51.533,Rejected
CVE-2019-20258,2022-09-29T04:15:22.500,2023-11-07T03:08:50.153,Rejected
CVE-2019-0740,2020-01-24T22:15:15.130,2023-11-07T03:02:00.773,Rejected
CVE-2019-0799,2020-01-24T22:15:16.037,2023-11-07T03:02:03.580,Rejected
CVE-2019-0760,2020-01-24T22:15:15.863,2023-11-07T03:02:02.597,Rejected
CVE-2019-0737,2020-01-24T22:15:14.987,2023-11-07T03:02:00.230,Rejected
CVE-2019-0700,2020-01-24T22:15:14.787,2023-11-07T03:01:59.220,Rejected
CVE-2019-0789,2020-01-24T22:15:15.973,2023-11-07T03:02:03.267,Rejected
CVE-2019-0750,2020-01-24T22:15:15.753,2023-11-07T03:02:02.017,Rejected
CVE-2019-0751,2020-01-24T22:15:15.800,2023-11-07T03:02:02.250,Rejected
CVE-2019-0706,2020-01-24T22:15:14.927,2023-11-07T03:01:59.717,Rejected
CVE-2019-0747,2020-01-24T22:15:15.630,2023-11-07T03:02:01.530,Rejected
CVE-2019-0705,2020-01-24T22:15:14.847,2023-11-07T03:01:59.500,Rejected
CVE-2019-0744,2020-01-24T22:15:15.190,2023-11-07T03:02:01.050,Rejected
CVE-2019-0745,2020-01-24T22:15:15.520,2023-11-07T03:02:01.283,Rejected
CVE-2019-0749,2020-01-24T22:15:15.690,2023-11-07T03:02:01.780,Rejected
CVE-2019-0781,2020-01-24T22:15:15.910,2023-11-07T03:02:02.977,Rejected
CVE-2019-0738,2020-01-24T22:15:15.050,2023-11-07T03:02:00.540,Rejected
CVE-2019-12321,2019-05-28T13:15:09.383,2023-11-07T03:03:31.467,Rejected
CVE-2019-12396,2019-05-28T13:29:00.693,2023-11-07T03:03:32.787,Rejected
CVE-2019-14848,2021-03-18T19:15:12.870,2023-11-07T03:05:19.897,Rejected
CVE-2019-1010223,2019-07-22T18:15:11.197,2023-11-07T03:02:17.953,Rejected
CVE-2019-1010262,2019-07-18T17:15:11.710,2023-11-07T03:02:18.737,Rejected
CVE-2019-1010222,2019-07-22T18:15:11.103,2023-11-07T03:02:17.707,Rejected
CVE-2019-1010224,2019-07-22T18:15:11.277,2023-11-07T03:02:18.203,Rejected
CVE-2019-2224,2019-12-06T23:15:12.333,2023-11-07T03:09:24.123,Rejected
CVE-2019-2286,2021-12-20T23:15:15.673,2023-11-07T03:09:25.133,Rejected
CVE-2019-2280,2021-12-20T23:15:15.597,2023-11-07T03:09:24.650,Rejected
CVE-2019-2282,2021-12-20T23:15:15.637,2023-11-07T03:09:24.887,Rejected
CVE-2019-4914,2019-12-30T17:15:32.077,2023-11-07T03:11:01.310,Rejected
CVE-2019-4943,2019-12-30T17:15:34.327,2023-11-07T03:11:08.773,Rejected
CVE-2019-4955,2019-12-30T17:15:35.110,2023-11-07T03:11:11.773,Rejected
CVE-2019-4902,2019-12-30T17:15:31.343,2023-11-07T03:10:58.023,Rejected
CVE-2019-4996,2019-12-30T17:15:37.827,2023-11-07T03:11:22.213,Rejected
CVE-2019-4979,2019-12-30T17:15:36.687,2023-11-07T03:11:17.823,Rejected
CVE-2019-4938,2019-12-30T17:15:33.857,2023-11-07T03:11:07.387,Rejected
CVE-2019-4980,2019-12-30T17:15:36.733,2023-11-07T03:11:18.060,Rejected
CVE-2019-4918,2019-12-30T17:15:32.357,2023-11-07T03:11:02.363,Rejected
CVE-2019-4959,2019-12-30T17:15:35.360,2023-11-07T03:11:12.803,Rejected
CVE-2019-4975,2019-12-30T17:15:36.437,2023-11-07T03:11:16.817,Rejected
CVE-2019-4922,2019-12-30T17:15:32.687,2023-11-07T03:11:03.320,Rejected
CVE-2019-4934,2019-12-30T17:15:33.467,2023-11-07T03:11:06.433,Rejected
CVE-2019-4963,2019-12-30T17:15:35.670,2023-11-07T03:11:13.777,Rejected
CVE-2019-4962,2019-12-30T17:15:35.547,2023-11-07T03:11:13.530,Rejected
CVE-2019-4935,2019-12-30T17:15:33.547,2023-11-07T03:11:06.683,Rejected
CVE-2019-4923,2019-12-30T17:15:32.767,2023-11-07T03:11:03.557,Rejected
CVE-2019-4974,2019-12-30T17:15:36.360,2023-11-07T03:11:16.563,Rejected
CVE-2019-4958,2019-12-30T17:15:35.297,2023-11-07T03:11:12.540,Rejected
CVE-2019-4919,2019-12-30T17:15:32.420,2023-11-07T03:11:02.603,Rejected
CVE-2019-4981,2019-12-30T17:15:36.813,2023-11-07T03:11:18.310,Rejected
CVE-2019-4939,2019-12-30T17:15:34.077,2023-11-07T03:11:07.630,Rejected
CVE-2019-4997,2019-12-30T17:15:37.920,2023-11-07T03:11:22.447,Rejected
CVE-2019-4978,2019-12-30T17:15:36.610,2023-11-07T03:11:17.560,Rejected
CVE-2019-4903,2019-12-30T17:15:31.390,2023-11-07T03:10:58.333,Rejected
CVE-2019-4954,2019-12-30T17:15:35.047,2023-11-07T03:11:11.530,Rejected
CVE-2019-4942,2019-12-30T17:15:34.280,2023-11-07T03:11:08.457,Rejected
CVE-2019-4915,2019-12-30T17:15:32.157,2023-11-07T03:11:01.553,Rejected
CVE-2019-4949,2019-12-30T17:15:34.750,2023-11-07T03:11:10.243,Rejected
CVE-2019-4908,2019-12-30T17:15:31.717,2023-11-07T03:10:59.553,Rejected
CVE-2019-4973,2019-12-30T17:15:36.313,2023-11-07T03:11:16.320,Rejected
CVE-2019-4924,2019-12-30T17:15:32.857,2023-11-07T03:11:03.793,Rejected
CVE-2019-4932,2019-12-30T17:15:33.343,2023-11-07T03:11:05.967,Rejected
CVE-2019-4965,2019-12-30T17:15:35.797,2023-11-07T03:11:14.283,Rejected
CVE-2019-4912,2019-12-30T17:15:31.967,2023-11-07T03:11:00.743,Rejected
CVE-2019-4945,2019-12-30T17:15:34.437,2023-11-07T03:11:09.287,Rejected
CVE-2019-4953,2019-12-30T17:15:34.983,2023-11-07T03:11:11.290,Rejected
CVE-2019-4904,2019-12-30T17:15:31.453,2023-11-07T03:10:58.580,Rejected
CVE-2019-4990,2019-12-30T17:15:37.420,2023-11-07T03:11:20.750,Rejected
CVE-2019-4928,2019-12-30T17:15:33.107,2023-11-07T03:11:04.733,Rejected
CVE-2019-4986,2019-12-30T17:15:37.123,2023-11-07T03:11:19.600,Rejected
CVE-2019-4969,2019-12-30T17:15:36.063,2023-11-07T03:11:15.257,Rejected
CVE-2019-4987,2019-12-30T17:15:37.203,2023-11-07T03:11:19.843,Rejected
CVE-2019-4968,2019-12-30T17:15:35.983,2023-11-07T03:11:15.013,Rejected
CVE-2019-4929,2019-12-30T17:15:33.187,2023-11-07T03:11:04.970,Rejected
CVE-2019-4991,2019-12-30T17:15:37.483,2023-11-07T03:11:21.010,Rejected
CVE-2019-4905,2019-12-30T17:15:31.500,2023-11-07T03:10:58.830,Rejected
CVE-2019-4952,2019-12-30T17:15:34.920,2023-11-07T03:11:11.050,Rejected
CVE-2019-4944,2019-12-30T17:15:34.390,2023-11-07T03:11:09.040,Rejected
CVE-2019-4913,2019-12-30T17:15:32.030,2023-11-07T03:11:01.040,Rejected
CVE-2019-4964,2019-12-30T17:15:35.733,2023-11-07T03:11:14.023,Rejected
CVE-2019-4933,2019-12-30T17:15:33.420,2023-11-07T03:11:06.197,Rejected
CVE-2019-4925,2019-12-30T17:15:32.937,2023-11-07T03:11:04.023,Rejected
